Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,datetime,hour,month,weekday,NO2_NOx_ratio,sensor_mean,log_CO,is_rush_hour,temp_cat,temp_cat_num,pollution_score,rank_co
04/12/2004,15.00.00,2.6,1187.0,154.0,9.6,961.0,497.0,685.0,115.0,1408.0,1017.0,11.9,88.7,1.2352,2004-12-04 15:00:00,15,12,5,0.23138832997987926,1051.6,1.2809338454620642,0,templado,1,4,71
04/12/2004,12.00.00,2.6,1175.0,154.0,10.6,1002.0,492.0,668.0,122.0,1422.0,1059.0,13.0,77.8,1.1641,2004-12-04 12:00:00,12,12,5,0.24796747967479674,1065.2,1.2809338454620642,0,templado,1,4,71
11/11/2004,00.00.00,2.6,1104.0,154.0,11.2,1023.0,477.0,677.0,158.0,1314.0,1189.0,9.7,73.1,0.8787,2004-11-11 00:00:00,0,11,3,0.3312368972746331,1061.4,1.2809338454620642,0,templado,1,4,71
21/12/2004,10.00.00,2.6,951.0,154.0,9.4,953.0,460.0,812.0,157.0,1022.0,1055.0,7.4,36.5,0.3778,2004-12-21 10:00:00,10,12,1,0.34130434782608693,958.6,1.2809338454620642,0,templado,1,4,71
15/01/2005,09.00.00,2.6,1115.0,154.0,10.9,1012.0,453.0,650.0,142.0,1230.0,1161.0,4.0,78.5,0.645,2005-01-15 09:00:00,9,1,5,0.31346578366445915,1033.6,1.2809338454620642,1,frio,0,5,71
07/01/2005,12.00.00,2.6,1211.0,154.0,10.6,998.0,446.0,605.0,149.0,1298.0,1302.0,11.3,58.1,0.7743,2005-01-07 12:00:00,12,1,4,0.33408071748878926,1082.8,1.2809338454620642,0,templado,1,4,71
02/01/2005,17.00.00,2.6,1246.0,154.0,8.9,936.0,438.0,665.0,164.0,1182.0,1460.0,9.9,53.3,0.6504,2005-01-02 17:00:00,17,1,6,0.3744292237442922,1097.8,1.2809338454620642,1,templado,1,5,71
20/01/2005,13.00.00,2.6,1117.0,154.0,12.6,1071.0,438.0,638.0,150.0,1178.0,1289.0,14.4,28.9,0.4723,2005-01-20 13:00:00,13,1,3,0.3424657534246575,1058.6,1.2809338454620642,0,templado,1,4,71
03/12/2004,01.00.00,2.6,1194.0,154.0,9.3,950.0,434.0,667.0,100.0,1433.0,1043.0,14.4,82.7,1.3496,2004-12-03 01:00:00,1,12,4,0.2304147465437788,1057.4,1.2809338454620642,0,templado,1,3,71
08/12/2004,18.00.00,2.6,1177.0,154.0,10.3,987.0,429.0,692.0,119.0,1324.0,1229.0,16.2,54.5,0.9956,2004-12-08 18:00:00,18,12,2,0.2773892773892774,1081.8,1.2809338454620642,1,calido,2,5,71
17/11/2004,22.00.00,2.6,1127.0,154.0,9.2,948.0,427.0,703.0,198.0,1188.0,1312.0,10.5,61.1,0.7755,2004-11-17 22:00:00,22,11,2,0.4637002341920375,1055.6,1.2809338454620642,0,templado,1,4,71
29/10/2004,11.00.00,2.6,1296.0,154.0,13.9,1113.0,419.0,604.0,101.0,1736.0,1073.0,19.8,81.0,1.8538,2004-10-29 11:00:00,11,10,4,0.24105011933174225,1164.4,1.2809338454620642,0,calido,2,4,71
09/01/2005,20.00.00,2.6,1260.0,154.0,11.6,1034.0,419.0,588.0,153.0,1402.0,1208.0,14.7,56.6,0.9392,2005-01-09 20:00:00,20,1,6,0.36515513126491644,1098.4,1.2809338454620642,1,templado,1,5,71
10/09/2004,13.00.00,2.6,1147.0,154.0,15.6,1168.0,417.0,858.0,165.0,1492.0,1118.0,33.3,18.9,0.9536,2004-09-10 13:00:00,13,9,4,0.39568345323741005,1156.6,1.2809338454620642,0,caluroso,3,4,71
15/11/2004,17.00.00,2.6,931.0,154.0,11.5,1032.0,403.0,795.0,164.0,1098.0,991.0,13.5,27.9,0.4287,2004-11-15 17:00:00,17,11,0,0.40694789081885857,969.4,1.2809338454620642,1,templado,1,5,71
12/12/2004,02.00.00,2.6,1099.0,154.0,10.4,994.0,401.0,715.0,117.0,1164.0,1186.0,6.8,57.8,0.5768,2004-12-12 02:00:00,2,12,6,0.29177057356608477,1031.6,1.2809338454620642,0,templado,1,4,71
19/12/2004,12.00.00,2.6,1058.0,154.0,9.6,962.0,397.0,778.0,132.0,1058.0,1153.0,6.0,47.6,0.4488,2004-12-19 12:00:00,12,12,6,0.33249370277078083,1001.8,1.2809338454620642,0,templado,1,4,71
04/01/2005,14.00.00,2.6,1075.0,154.0,8.5,919.0,397.0,795.0,148.0,1447.0,990.0,16.9,49.3,0.9597,2005-01-04 14:00:00,14,1,1,0.37279596977329976,1045.2,1.2809338454620642,0,calido,2,4,71
21/03/2005,11.00.00,2.6,1241.0,154.0,10.9,1011.0,395.0,545.0,163.0,1428.0,1274.0,18.3,49.4,1.0264,2005-03-21 11:00:00,11,3,0,0.41265822784810124,1099.8,1.2809338454620642,0,calido,2,4,71
23/02/2005,22.00.00,2.6,1145.0,154.0,9.6,962.0,391.0,657.0,226.0,1212.0,1192.0,4.3,78.9,0.6621,2005-02-23 22:00:00,22,2,2,0.578005115089514,1033.6,1.2809338454620642,0,frio,0,4,71
11/12/2004,12.00.00,2.6,1095.0,154.0,12.5,1067.0,389.0,702.0,133.0,1152.0,1216.0,17.8,23.6,0.4766,2004-12-11 12:00:00,12,12,5,0.34190231362467866,1046.4,1.2809338454620642,0,calido,2,4,71
02/02/2005,13.00.00,2.6,1037.0,154.0,10.1,981.0,388.0,721.0,139.0,1000.0,1086.0,13.7,20.7,0.3221,2005-02-02 13:00:00,13,2,2,0.3582474226804124,965.0,1.2809338454620642,0,templado,1,4,71
10/12/2004,21.00.00,2.6,872.0,154.0,8.0,900.0,386.0,918.0,147.0,910.0,946.0,12.7,21.3,0.3119,2004-12-10 21:00:00,21,12,4,0.38082901554404147,909.2,1.2809338454620642,0,templado,1,4,71
05/03/2005,20.00.00,2.6,1212.0,154.0,10.9,1010.0,380.0,622.0,185.0,1284.0,1214.0,7.8,63.4,0.6735,2005-03-05 20:00:00,20,3,5,0.4868421052631579,1068.4,1.2809338454620642,1,templado,1,5,71
10/01/2005,22.00.00,2.6,1312.0,154.0,11.9,1047.0,374.0,545.0,126.0,1430.0,1399.0,13.0,70.0,1.042,2005-01-10 22:00:00,22,1,0,0.33689839572192515,1146.6,1.2809338454620642,0,templado,1,4,71
07/12/2004,21.00.00,2.6,1130.0,154.0,11.3,1026.0,359.0,657.0,115.0,1374.0,1209.0,14.5,60.4,0.9909,2004-12-07 21:00:00,21,12,1,0.3203342618384401,1079.2,1.2809338454620642,0,templado,1,4,71
12/11/2004,17.00.00,2.6,1153.0,154.0,12.9,1079.0,358.0,635.0,140.0,1496.0,1103.0,17.0,57.5,1.1071,2004-11-12 17:00:00,17,11,4,0.39106145251396646,1093.2,1.2809338454620642,1,calido,2,5,71
07/12/2004,16.00.00,2.6,1181.0,154.0,14.1,1121.0,356.0,629.0,117.0,1466.0,1236.0,17.7,51.5,1.0315,2004-12-07 16:00:00,16,12,1,0.32865168539325845,1126.6,1.2809338454620642,0,calido,2,4,71
04/02/2005,20.00.00,2.6,1125.0,154.0,11.3,1025.0,356.0,653.0,207.0,1147.0,1200.0,7.7,41.9,0.4409,2005-02-04 20:00:00,20,2,4,0.5814606741573034,1030.0,1.2809338454620642,1,templado,1,5,71
25/11/2004,21.00.00,2.6,1190.0,154.0,11.4,1028.0,355.0,654.0,129.0,1287.0,1329.0,10.7,59.8,0.7674,2004-11-25 21:00:00,21,11,3,0.36338028169014086,1097.6,1.2809338454620642,0,templado,1,4,71
25/11/2004,20.00.00,2.6,1225.0,154.0,14.5,1134.0,350.0,614.0,122.0,1352.0,1421.0,11.5,57.3,0.7786,2004-11-25 20:00:00,20,11,3,0.3485714285714286,1149.2,1.2809338454620642,1,templado,1,5,71
07/12/2004,17.00.00,2.6,1175.0,154.0,13.9,1112.0,350.0,628.0,110.0,1484.0,1212.0,16.5,54.6,1.0164,2004-12-07 17:00:00,17,12,1,0.3142857142857143,1122.2,1.2809338454620642,1,calido,2,5,71
21/10/2004,10.00.00,2.6,1248.0,154.0,15.6,1167.0,347.0,572.0,105.0,1704.0,1393.0,25.5,52.3,1.6796,2004-10-21 10:00:00,10,10,3,0.3025936599423631,1216.8,1.2809338454620642,0,caluroso,3,4,71
29/11/2004,14.00.00,2.6,1186.0,154.0,12.8,1077.0,346.0,797.0,121.0,1404.0,1328.0,18.6,49.3,1.0451,2004-11-29 14:00:00,14,11,0,0.34971098265895956,1158.4,1.2809338454620642,0,calido,2,4,71
05/01/2005,15.00.00,2.6,1288.0,154.0,13.9,1112.0,346.0,560.0,150.0,1492.0,1380.0,14.6,59.6,0.9824,2005-01-05 15:00:00,15,1,2,0.43352601156069365,1166.4,1.2809338454620642,0,templado,1,4,71
12/12/2004,21.00.00,2.6,1127.0,154.0,9.6,962.0,345.0,751.0,125.0,1120.0,1389.0,10.6,51.2,0.6541,2004-12-12 21:00:00,21,12,6,0.36231884057971014,1069.8,1.2809338454620642,0,templado,1,4,71
26/12/2004,00.00.00,2.6,1271.0,154.0,7.7,886.0,345.0,688.0,121.0,1321.0,1113.0,11.7,79.8,1.0964,2004-12-26 00:00:00,0,12,6,0.3507246376811594,1055.8,1.2809338454620642,0,templado,1,4,71
13/02/2005,07.00.00,2.6,1443.0,154.0,10.7,1003.0,341.0,542.0,145.0,1356.0,1396.0,8.1,85.0,0.9221,2005-02-13 07:00:00,7,2,6,0.4252199413489736,1148.0,1.2809338454620642,1,templado,1,5,71
02/11/2004,23.00.00,2.6,1138.0,154.0,13.9,1113.0,337.0,610.0,66.0,1641.0,1203.0,19.2,68.8,1.5097,2004-11-02 23:00:00,23,11,1,0.19584569732937684,1141.0,1.2809338454620642,0,calido,2,3,71
28/10/2004,13.00.00,2.6,1165.0,154.0,14.5,1131.0,332.0,609.0,99.0,1640.0,1196.0,21.6,53.6,1.3669,2004-10-28 13:00:00,13,10,3,0.29819277108433734,1148.2,1.2809338454620642,0,calido,2,3,71
01/11/2004,11.00.00,2.6,1293.0,154.0,13.9,1114.0,326.0,584.0,88.0,1702.0,1704.0,25.1,56.0,1.7565,2004-11-01 11:00:00,11,11,0,0.26993865030674846,1279.4,1.2809338454620642,0,caluroso,3,3,71
27/01/2005,19.00.00,2.6,1053.0,154.0,10.3,987.0,326.0,750.0,195.0,1025.0,1048.0,5.0,36.1,0.3178,2005-01-27 19:00:00,19,1,3,0.598159509202454,972.6,1.2809338454620642,1,templado,1,5,71
17/02/2005,01.00.00,2.6,1107.0,154.0,7.4,874.0,326.0,721.0,187.0,984.0,1208.0,5.7,42.1,0.3883,2005-02-17 01:00:00,1,2,3,0.5736196319018405,978.8,1.2809338454620642,0,templado,1,4,71
13/02/2005,06.00.00,2.6,1453.0,154.0,10.9,1012.0,324.0,534.0,150.0,1348.0,1441.0,8.3,84.0,0.9234,2005-02-13 06:00:00,6,2,6,0.46296296296296297,1157.6,1.2809338454620642,0,templado,1,4,71
27/02/2005,20.00.00,2.6,1048.0,154.0,6.8,847.0,324.0,801.0,181.0,955.0,888.0,5.5,43.5,0.3963,2005-02-27 20:00:00,20,2,6,0.558641975308642,907.8,1.2809338454620642,1,templado,1,5,71
31/10/2004,23.00.00,2.6,1187.0,154.0,13.6,1105.0,321.0,611.0,68.0,1700.0,1183.0,19.9,72.6,1.6681,2004-10-31 23:00:00,23,10,6,0.2118380062305296,1157.2,1.2809338454620642,0,calido,2,3,71
19/01/2005,21.00.00,2.6,1016.0,154.0,7.8,892.0,317.0,758.0,141.0,1109.0,945.0,9.2,49.8,0.5808,2005-01-19 21:00:00,21,1,2,0.444794952681388,944.0,1.2809338454620642,0,templado,1,4,71
21/03/2005,17.00.00,2.6,1288.0,154.0,12.4,1064.0,317.0,539.0,153.0,1446.0,1123.0,22.8,34.9,0.9576,2005-03-21 17:00:00,17,3,0,0.48264984227129337,1092.0,1.2809338454620642,1,calido,2,5,71
08/09/2004,22.00.00,2.6,1226.0,154.0,14.6,1138.0,307.0,862.0,146.0,1481.0,1419.0,25.1,32.3,1.0131,2004-09-08 22:00:00,22,9,2,0.4755700325732899,1225.2,1.2809338454620642,0,caluroso,3,4,71
10/09/2004,20.00.00,2.6,1136.0,154.0,12.9,1082.0,307.0,824.0,159.0,1478.0,1130.0,27.7,30.1,1.0991,2004-09-10 20:00:00,20,9,4,0.5179153094462541,1130.0,1.2809338454620642,1,caluroso,3,5,71
29/03/2005,19.00.00,2.6,1251.0,154.0,13.4,1097.0,306.0,502.0,151.0,1541.0,1328.0,17.1,61.5,1.191,2005-03-29 19:00:00,19,3,1,0.4934640522875817,1143.8,1.2809338454620642,1,calido,2,5,71
10/02/2005,17.00.00,2.6,1075.0,154.0,8.5,919.0,299.0,795.0,149.0,1447.0,990.0,16.9,49.3,0.9597,2005-02-10 17:00:00,17,2,3,0.4983277591973244,1045.2,1.2809338454620642,1,calido,2,5,71
03/11/2004,13.00.00,2.6,1177.0,154.0,13.2,1090.0,298.0,612.0,86.0,1632.0,1209.0,26.3,43.6,1.4663,2004-11-03 13:00:00,13,11,2,0.28859060402684567,1144.0,1.2809338454620642,0,caluroso,3,3,71
22/09/2004,15.00.00,2.6,1186.0,154.0,15.3,1159.0,295.0,640.0,141.0,1701.0,1046.0,30.2,32.9,1.3865,2004-09-22 15:00:00,15,9,2,0.47796610169491527,1146.4,1.2809338454620642,0,caluroso,3,4,71
09/12/2004,20.00.00,2.6,1006.0,154.0,10.3,987.0,285.0,1028.0,124.0,1247.0,964.0,14.5,45.4,0.7458,2004-12-09 20:00:00,20,12,3,0.43508771929824563,1046.4,1.2809338454620642,1,templado,1,5,71
20/09/2004,14.00.00,2.6,1103.0,154.0,11.8,1044.0,283.0,757.0,125.0,1523.0,967.0,30.5,29.3,1.2612,2004-09-20 14:00:00,14,9,0,0.4416961130742049,1078.8,1.2809338454620642,0,caluroso,3,4,71
23/10/2004,22.00.00,2.6,1297.0,154.0,14.6,1136.0,283.0,567.0,89.0,1725.0,1307.0,20.3,70.5,1.6599,2004-10-23 22:00:00,22,10,5,0.31448763250883394,1206.4,1.2809338454620642,0,calido,2,3,71
23/09/2004,15.00.00,2.6,1215.0,154.0,15.1,1150.0,282.0,608.0,118.0,1733.0,1115.0,30.4,37.2,1.588,2004-09-23 15:00:00,15,9,3,0.41843971631205673,1164.2,1.2809338454620642,0,caluroso,3,4,71
03/11/2004,01.00.00,2.6,1167.0,154.0,13.2,1090.0,281.0,626.0,62.0,1620.0,1106.0,18.0,71.5,1.4615,2004-11-03 01:00:00,1,11,2,0.2206405693950178,1121.8,1.2809338454620642,0,calido,2,3,71
20/09/2004,16.00.00,2.6,1169.0,154.0,15.5,1163.0,280.0,708.0,124.0,1639.0,1025.0,34.3,23.2,1.2326,2004-09-20 16:00:00,16,9,0,0.44285714285714284,1140.8,1.2809338454620642,0,caluroso,3,4,71
01/12/2004,20.00.00,2.6,1090.0,154.0,10.1,981.0,279.0,1513.0,113.0,1390.0,1044.0,11.8,76.1,1.0544,2004-12-01 20:00:00,20,12,2,0.4050179211469534,1203.6,1.2809338454620642,1,templado,1,5,71
13/07/2004,11.00.00,2.6,1026.0,154.0,13.3,1094.0,278.0,769.0,134.0,1629.0,1224.0,31.3,19.1,0.8634,2004-07-13 11:00:00,11,7,1,0.48201438848920863,1148.4,1.2809338454620642,0,caluroso,3,4,71
21/09/2004,15.00.00,2.6,1207.0,154.0,14.6,1136.0,278.0,645.0,152.0,1696.0,1024.0,30.5,34.9,1.5015,2004-09-21 15:00:00,15,9,1,0.5467625899280576,1141.6,1.2809338454620642,0,caluroso,3,4,71
23/09/2004,14.00.00,2.6,1206.0,154.0,15.8,1175.0,275.0,618.0,130.0,1746.0,1068.0,29.8,38.0,1.5642,2004-09-23 14:00:00,14,9,3,0.4727272727272727,1162.6,1.2809338454620642,0,caluroso,3,4,71
27/10/2004,19.00.00,2.6,1194.0,154.0,16.6,1198.0,275.0,587.0,101.0,1732.0,1228.0,19.3,67.5,1.4977,2004-10-27 19:00:00,19,10,2,0.36727272727272725,1187.8,1.2809338454620642,1,calido,2,5,71
23/10/2004,23.00.00,2.6,1302.0,154.0,13.1,1088.0,271.0,594.0,84.0,1639.0,1297.0,20.0,69.5,1.6109,2004-10-23 23:00:00,23,10,5,0.30996309963099633,1184.0,1.2809338454620642,0,calido,2,3,71
22/02/2005,20.00.00,2.6,1062.0,154.0,8.1,903.0,270.0,717.0,190.0,1141.0,720.0,4.2,77.8,0.6491,2005-02-22 20:00:00,20,2,1,0.7037037037037037,908.6,1.2809338454620642,1,frio,0,5,71
22/09/2004,13.00.00,2.6,1138.0,154.0,14.0,1117.0,267.0,657.0,120.0,1646.0,1019.0,27.9,37.0,1.372,2004-09-22 13:00:00,13,9,2,0.449438202247191,1115.4,1.2809338454620642,0,caluroso,3,4,71
09/04/2004,07.00.00,2.6,1075.0,196.0,8.5,919.0,250.0,795.0,111.0,1447.0,990.0,16.9,49.3,0.9597,2004-04-09 07:00:00,7,4,4,0.444,1045.2,1.2809338454620642,1,calido,2,5,71
06/08/2004,10.00.00,2.6,1220.0,154.0,14.2,1122.0,245.0,601.0,107.0,1974.0,1428.0,25.6,61.2,1.9808,2004-08-06 10:00:00,10,8,4,0.43673469387755104,1269.0,1.2809338454620642,0,caluroso,3,4,71
09/10/2004,15.00.00,2.6,1378.0,154.0,15.9,1177.0,238.0,548.0,92.0,1775.0,1266.0,29.6,42.3,1.7248,2004-10-09 15:00:00,15,10,5,0.3865546218487395,1228.8,1.2809338454620642,0,caluroso,3,3,71
06/07/2004,10.00.00,2.6,1227.0,154.0,14.3,1125.0,227.0,675.0,147.0,1835.0,1470.0,30.5,32.9,1.4135,2004-07-06 10:00:00,10,7,1,0.6475770925110133,1266.4,1.2809338454620642,0,caluroso,3,4,71
01/02/2005,23.00.00,2.6,1055.0,154.0,5.4,783.0,221.0,805.0,137.0,969.0,1167.0,6.7,47.6,0.4688,2005-02-01 23:00:00,23,2,1,0.6199095022624435,955.8,1.2809338454620642,0,templado,1,4,71
07/06/2004,07.00.00,2.6,1061.0,154.0,15.4,1162.0,220.0,777.0,90.0,1898.0,1132.0,19.9,49.4,1.1354,2004-06-07 07:00:00,7,6,0,0.4090909090909091,1206.0,1.2809338454620642,1,calido,2,4,71
09/04/2004,11.00.00,2.6,1075.0,262.0,8.5,919.0,219.0,795.0,121.0,1447.0,990.0,16.9,49.3,0.9597,2004-04-09 11:00:00,11,4,4,0.5525114155251142,1045.2,1.2809338454620642,0,calido,2,4,71
17/05/2004,07.00.00,2.6,1196.0,154.0,14.4,1131.0,216.0,775.0,113.0,1675.0,1243.0,17.6,35.0,0.6965,2004-05-17 07:00:00,7,5,0,0.5231481481481481,1204.0,1.2809338454620642,1,calido,2,5,71
20/12/2004,13.00.00,2.6,901.0,154.0,4.7,747.0,216.0,1001.0,114.0,1020.0,657.0,9.6,52.4,0.6276,2004-12-20 13:00:00,13,12,0,0.5277777777777778,865.2,1.2809338454620642,0,templado,1,4,71
30/04/2004,11.00.00,2.6,1332.0,166.0,12.9,1082.0,215.0,707.0,109.0,1889.0,1242.0,16.0,78.5,1.4209,2004-04-30 11:00:00,11,4,4,0.5069767441860465,1250.4,1.2809338454620642,0,calido,2,4,71
20/11/2004,02.00.00,2.6,703.0,154.0,3.5,685.0,215.0,1218.0,117.0,734.0,641.0,10.8,17.0,0.2193,2004-11-20 02:00:00,2,11,5,0.5441860465116279,796.2,1.2809338454620642,0,templado,1,4,71
13/02/2005,18.00.00,2.6,1238.0,154.0,11.6,1037.0,212.0,583.0,132.0,1388.0,1000.0,15.5,40.7,0.7103,2005-02-13 18:00:00,18,2,6,0.6226415094339622,1049.2,1.2809338454620642,1,calido,2,5,71
15/05/2004,08.00.00,2.6,1187.0,154.0,13.6,1104.0,208.0,727.0,108.0,1721.0,1391.0,17.6,43.3,0.8647,2004-05-15 08:00:00,8,5,5,0.5192307692307693,1226.0,1.2809338454620642,1,calido,2,5,71
25/05/2004,10.00.00,2.6,1106.0,154.0,14.0,1118.0,207.0,885.0,130.0,1451.0,1220.0,24.9,13.0,0.4038,2004-05-25 10:00:00,10,5,1,0.6280193236714976,1156.0,1.2809338454620642,0,calido,2,4,71
19/11/2004,22.00.00,2.6,667.0,154.0,3.6,689.0,207.0,1210.0,120.0,709.0,620.0,13.4,14.3,0.2185,2004-11-19 22:00:00,22,11,4,0.5797101449275363,779.0,1.2809338454620642,0,templado,1,4,71
06/08/2004,11.00.00,2.6,1218.0,154.0,15.6,1168.0,206.0,607.0,117.0,2000.0,1451.0,29.3,48.4,1.9367,2004-08-06 11:00:00,11,8,4,0.5679611650485437,1288.8,1.2809338454620642,0,caluroso,3,4,71
19/11/2004,23.00.00,2.6,695.0,154.0,4.0,711.0,204.0,1193.0,110.0,739.0,645.0,12.8,14.8,0.218,2004-11-19 23:00:00,23,11,4,0.5392156862745098,796.6,1.2809338454620642,0,templado,1,4,71
02/02/2005,00.00.00,2.6,1059.0,154.0,4.7,747.0,204.0,820.0,133.0,964.0,1133.0,6.6,51.2,0.5007,2005-02-02 00:00:00,0,2,2,0.6519607843137255,944.6,1.2809338454620642,0,templado,1,4,71
13/07/2004,21.00.00,2.6,1029.0,154.0,13.6,1105.0,203.0,737.0,128.0,1666.0,1195.0,26.0,28.5,0.9484,2004-07-13 21:00:00,21,7,1,0.6305418719211823,1146.4,1.2809338454620642,0,caluroso,3,4,71
25/06/2004,07.00.00,2.6,1138.0,154.0,14.8,1141.0,199.0,671.0,104.0,1927.0,1197.0,21.5,51.8,1.3129,2004-06-25 07:00:00,7,6,4,0.5226130653266332,1214.8,1.2809338454620642,1,calido,2,4,71
30/03/2004,07.00.00,2.6,1343.0,294.0,13.4,1096.0,191.0,839.0,115.0,1587.0,1311.0,11.9,38.4,0.5341,2004-03-30 07:00:00,7,3,1,0.6020942408376964,1235.2,1.2809338454620642,1,templado,1,4,71
15/05/2004,10.00.00,2.6,1157.0,154.0,12.7,1072.0,191.0,802.0,127.0,1653.0,1327.0,23.1,30.3,0.8425,2004-05-15 10:00:00,10,5,5,0.6649214659685864,1202.2,1.2809338454620642,0,calido,2,3,71
05/05/2004,11.00.00,2.6,1143.0,154.0,13.0,1083.0,190.0,735.0,120.0,1887.0,1083.0,17.2,62.9,1.2228,2004-05-05 11:00:00,11,5,2,0.631578947368421,1186.2,1.2809338454620642,0,calido,2,3,71
08/04/2004,10.00.00,2.6,1207.0,324.0,11.7,1041.0,189.0,813.0,113.0,1620.0,1319.0,16.5,42.6,0.7912,2004-04-08 10:00:00,10,4,3,0.5978835978835979,1200.0,1.2809338454620642,0,calido,2,3,71
15/06/2004,15.00.00,2.6,1053.0,154.0,15.8,1173.0,189.0,785.0,140.0,1808.0,981.0,34.0,20.8,1.0898,2004-06-15 15:00:00,15,6,1,0.7407407407407407,1160.0,1.2809338454620642,0,caluroso,3,3,71
10/08/2004,09.00.00,2.6,1238.0,154.0,14.8,1144.0,188.0,565.0,81.0,1939.0,1433.0,28.5,48.5,1.8607,2004-08-10 09:00:00,9,8,1,0.4308510638297872,1263.8,1.2809338454620642,1,caluroso,3,3,71
03/09/2004,21.00.00,2.6,1180.0,154.0,13.1,1088.0,188.0,619.0,110.0,1662.0,1339.0,29.5,33.4,1.3562,2004-09-03 21:00:00,21,9,4,0.5851063829787234,1177.6,1.2809338454620642,0,caluroso,3,3,71
04/09/2004,23.00.00,2.6,1083.0,154.0,13.3,1094.0,188.0,706.0,110.0,1537.0,926.0,29.6,24.3,0.9889,2004-09-04 23:00:00,23,9,5,0.5851063829787234,1069.2,1.2809338454620642,0,caluroso,3,3,71
06/09/2004,18.00.00,2.6,1114.0,154.0,13.5,1101.0,188.0,663.0,110.0,1632.0,1057.0,29.6,27.7,1.1278,2004-09-06 18:00:00,18,9,0,0.5851063829787234,1113.4,1.2809338454620642,1,caluroso,3,4,71
21/10/2004,13.00.00,2.6,1263.0,154.0,14.8,1143.0,188.0,578.0,110.0,1736.0,1310.0,26.6,49.3,1.6872,2004-10-21 13:00:00,13,10,3,0.5851063829787234,1206.0,1.2809338454620642,0,caluroso,3,3,71
16/04/2004,09.00.00,2.6,1150.0,251.0,9.9,973.0,186.0,827.0,105.0,1590.0,1188.0,15.3,51.4,0.8886,2004-04-16 09:00:00,9,4,4,0.5645161290322581,1145.6,1.2809338454620642,1,calido,2,4,71
11/06/2004,17.00.00,2.6,1028.0,154.0,15.2,1155.0,185.0,832.0,142.0,1691.0,925.0,35.4,14.7,0.8323,2004-06-11 17:00:00,17,6,4,0.7675675675675676,1126.2,1.2809338454620642,1,caluroso,3,4,71
16/03/2004,22.00.00,2.6,1379.0,183.0,13.5,1101.0,184.0,818.0,138.0,1710.0,1602.0,17.9,45.9,0.9342,2004-03-16 22:00:00,22,3,1,0.75,1322.0,1.2809338454620642,0,calido,2,3,71
02/02/2005,01.00.00,2.6,1063.0,154.0,5.1,769.0,183.0,807.0,122.0,993.0,1109.0,6.4,52.6,0.5074,2005-02-02 01:00:00,1,2,2,0.6666666666666666,948.2,1.2809338454620642,0,templado,1,3,71
20/03/2004,12.00.00,2.6,1490.0,154.0,11.7,1039.0,182.0,782.0,108.0,1757.0,1422.0,16.3,50.0,0.9158,2004-03-20 12:00:00,12,3,5,0.5934065934065934,1298.0,1.2809338454620642,0,calido,2,3,71
19/05/2004,10.00.00,2.6,1262.0,154.0,13.4,1096.0,182.0,772.0,134.0,1711.0,1340.0,26.4,28.9,0.9785,2004-05-19 10:00:00,10,5,2,0.7362637362637363,1236.2,1.2809338454620642,0,caluroso,3,3,71
02/07/2004,07.00.00,2.6,1299.0,154.0,17.5,1225.0,179.0,620.0,102.0,2077.0,1327.0,25.7,49.7,1.615,2004-07-02 07:00:00,7,7,4,0.5698324022346368,1309.6,1.2809338454620642,1,caluroso,3,4,71
17/03/2004,23.00.00,2.6,1488.0,216.0,15.7,1171.0,178.0,731.0,127.0,1778.0,1705.0,16.0,50.9,0.9206,2004-03-17 23:00:00,23,3,2,0.7134831460674157,1374.6,1.2809338454620642,0,calido,2,3,71
08/06/2004,15.00.00,2.6,1083.0,154.0,14.8,1141.0,177.0,825.0,143.0,1793.0,1008.0,37.7,17.7,1.1383,2004-06-08 15:00:00,15,6,1,0.807909604519774,1170.0,1.2809338454620642,0,caluroso,3,3,71
25/06/2004,22.00.00,2.6,1054.0,154.0,13.8,1110.0,174.0,765.0,130.0,1670.0,1167.0,25.0,28.7,0.8944,2004-06-25 22:00:00,22,6,4,0.7471264367816092,1153.2,1.2809338454620642,0,caluroso,3,3,71
08/07/2004,22.00.00,2.6,1237.0,154.0,15.8,1175.0,173.0,660.0,128.0,1834.0,1424.0,30.5,29.7,1.2742,2004-07-08 22:00:00,22,7,3,0.7398843930635838,1266.0,1.2809338454620642,0,caluroso,3,3,71
13/03/2004,23.00.00,2.6,1418.0,116.0,10.9,1010.0,172.0,892.0,130.0,1603.0,1536.0,14.7,49.3,0.8193,2004-03-13 23:00:00,23,3,5,0.7558139534883721,1291.8,1.2809338454620642,0,templado,1,3,71
16/04/2004,11.00.00,2.6,1223.0,212.0,11.0,1014.0,172.0,781.0,108.0,1666.0,1219.0,17.6,46.7,0.9324,2004-04-16 11:00:00,11,4,4,0.627906976744186,1180.6,1.2809338454620642,0,calido,2,3,71
31/03/2004,14.00.00,2.6,1349.0,295.0,11.2,1023.0,171.0,804.0,114.0,1748.0,1054.0,13.6,69.2,1.0746,2004-03-31 14:00:00,14,3,2,0.6666666666666666,1195.6,1.2809338454620642,0,templado,1,3,71
